x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0153,-0.014616446750914903,8.273783644789011,2.57699911662834,9.008788443688646e-5,-5.174917080319452,-6.0304046613701034,2.9991263189003736,3.001133460792394,2.9996056084654414
0.0164,-0.015600167639830123,8.271790214695649,2.582498436317783,0.0001034072034284165,-5.173091609909378,-6.032546119144233,2.998996714456593,3.0013014244025826,2.999547755983136
0.0175,-0.01657579640677202,8.269780643313494,2.5879975951168963,0.00011764300120755037,-5.171261637294297,-6.03468352951367,2.998858100973533,3.001481027408406,2.99948601764266
0.0186,-0.01754332323893473,8.26775492445888,2.5934965781953,0.00013279500039896255,-5.169427164113612,-6.036816891175175,2.9987104689124444,3.0016722776384017,2.999420406972264
0.0197,-0.018502738247937862,8.265713051823735,2.598995370698602,0.00014886292234332665,-5.167588191999855,-6.038946202823453,2.9985538086602714,3.001875183038647,2.9993509375221747
0.0208,-0.019454031469440386,8.263655018975284,2.604493957747841,0.00016584648709320186,-5.165744722578682,-6.041071463151136,2.998388110529266,3.002089751673071,2.999277622865143
0.0219,-0.020397192862750338,8.261580819355721,2.6099923244389416,0.0001837454134088912,-5.163896757468885,-6.043192670848781,2.9982133647566065,3.002315991723773,2.999200476596987
0.023,-0.021332212310430244,8.259490446281921,2.6154904558421506,0.0002025594187542715,-5.162044298282412,-6.045309824604865,2.998029561504003,3.002553911491354,2.9991195123371424
0.0241,-0.02225907961789832,8.257383892945088,2.6209883370014775,0.00022228821929259418,-5.160187346624363,-6.047422923105773,2.997836690857303,3.002803519395248,2.9990347437292213
0.0252,-0.023177784513025268,8.255261152410439,2.626485952934135,0.00024293152988225827,-5.158325904093012,-6.0495319650358,2.997634742826094,3.003064823974059,2.9989461844415652
0.0263,-0.024088316645726773,8.253122217616879,2.6319832886299683,0.00026448906407255355,-5.156459972279812,-6.051636949077141,2.9974237073433,3.0033378338859102,2.998853848167805
0.0274,-0.024990665587551537,8.250967081376636,2.6374803290508915,0.0002869605340993753,-5.1545895527694086,-6.05373787390988,2.997203574264771,3.0036225579087925,2.9987577486274257
0.0285,-0.025884820831264872,8.248795736374944,2.642977059130307,0.0003103456508809101,-5.152714647139645,-6.055834738211992,2.996974333368874,3.0039190049409203,2.998657899566334
0.0296,-0.026770771790427823,8.246608175169666,2.648473463772539,0.0003346441240132919,-5.150835256961575,-6.057927540659329,2.9967359743560733,3.0042271840011003,2.998554314757423
0.0307,-0.02764850779897167,8.24440439019095,2.6539695278522477,0.0003598556617662287,-5.148951383799473,-6.060016279925621,2.996488486848512,3.0045471042290934,2.9984470080011505
0.0318,-0.028518018110767943,8.24218437374085,2.6594652362138493,0.0003859799710786,-5.147063029210846,-6.062100954682465,2.9962318603895848,3.004878774885996,2.998335993126114
0.0329,-0.029379291899193683,8.23994811799297,2.664960573670928,0.0004130167575540248,-5.14517019474644,-6.064181563599317,2.9959660844435057,3.0052222053546203,2.9982212839896314
0.034,-0.03023231825669211,8.237695614992077,2.670455525005649,0.0004409657254563991,-5.143272881950251,-6.066258105343495,2.9956911483948763,3.005577405139882,2.9981028944783223
0.0351,-0.03107708619432848,8.235426856653714,2.6759500749681635,0.00046982657770540387,-5.141371092359536,-6.068330578580162,2.9954070415482446,3.0059443838691964,2.9979808385087003
0.0362,-0.03191358464134126,8.233141834763813,2.68144420827601,0.0004995990158719832,-5.139464827504826,-6.07039898197233,2.995113753127659,3.0063231512928774,2.9978551300277596
0.0373,-0.032741802444688356,8.230840540978308,2.6869379096135173,0.0005302827401737917,-5.137554088909931,-6.072463314180847,2.9948112722762206,3.0067137172845446,2.9977257830135726
0.0384,-0.03356172836858855,8.228522966822714,2.692431163631197,0.0005618774494706124,-5.13563887809195,-6.0745235738643935,2.994499588055629,3.00711609184154,2.9975928114758874
0.0395,-0.03437335109405794,8.226189103691727,2.6979239549451357,0.0005943828412597433,-5.13371919656129,-6.0765797596794755,2.994178689445722,3.007530285085346,2.997456229456732
0.0406,-0.03517665921844147,8.223838942848806,2.703416268136382,0.0006277986116713524,-5.13179504582166,-6.078631870280421,2.993848565344013,3.007956307262012,2.9973160510310195
0.0417,-0.035971641254939346,8.221472475425747,2.7089080877503315,0.0006621244554638058,-5.129866427370096,-6.080679904319372,2.99350920456522,3.00839416874259,2.9971722903071605
0.0428,-0.03675828563212841,8.219089692422257,2.714399398296105,0.0006973600660189606,-5.1279333426969655,-6.082723860446284,2.9931605958407936,3.0088438800235733,2.997024961427679
0.0439,-0.03753658069347838,8.216690584705523,2.7198901842459238,0.0007335051353374286,-5.125995793285973,-6.084763737308909,2.992802727818435,3.0093054517273408,2.99687407856983
0.045,-0.03830651469686286,8.214275143009752,2.7253804300344786,0.0007705593540338092,-5.124053780614178,-6.086799533552801,2.9924355890616154,3.0097788946026154,2.996719655946223
0.0461,-0.039068075814065115,8.211843357935738,2.7308701200583005,0.0008085224113318905,-5.122107306151999,-6.088831247821302,2.992059168049083,3.010264219524923,2.996561707805452
0.0472,-0.03982125213027859,8.209395219950387,2.7363592386751163,0.0008473939950598193,-5.120156371363229,-6.090858878755547,2.9916734531743687,3.0107614374970564,2.996400248432725
0.0483,-0.04056603164360195,8.20693071938628,2.741847770203215,0.0008871737916452382,-5.118200977705038,-6.092882424994447,2.991278432745288,3.0112705596495544,2.996235292150506
0.0494,-0.041302402264528804,8.204449846441175,2.7473356989207933,0.0009278614861103937,-5.1162411266279895,-6.094901885174691,2.9908740949834303,3.0117915972411784,2.9960668533191495
0.0505,-0.0420303518154319,8.201952591177545,2.752823009065307,0.0009694567620672098,-5.114276819576046,-6.096917257930732,2.9904604280236544,3.0123245616594034,2.9958949463375553
0.0516,-0.04274986803004182,8.199438943522088,2.7583096848328132,0.0010119593017123305,-5.112308057986585,-6.098928541894794,2.9900374199135675,3.0128694644209126,2.995719585643812
0.0527,-0.043460938552920034,8.196908893265235,2.7637957103773103,0.001055368785822131,-5.110334843290402,-6.100935735696858,2.9896050586130034,3.0134263171720974,2.9955407857158565
0.0538,-0.0441635509389263,8.19436243006065,2.7692810698100736,0.001099684893747696,-5.108357176911723,-6.102938837964656,2.989163331993498,3.0139951316895695,2.9953585610721367
0.0549,-0.04485769265268039,8.191799543424729,2.7747657471989804,0.0011449073034097653,-5.106375060268216,-6.104937847323671,2.9887122278377496,3.0145759198806785,2.995172926272274
0.056,-0.04554335106801798,8.189220222736076,2.7802497265678348,0.0011910356912936465,-5.1043884947709985,-6.106932762397126,2.988251733839086,3.0151686937840316,2.9949838959177355
0.0571,-0.04622051346744072,8.186624457234993,2.7857329918956895,0.001238069732444097,-5.102397481824651,-6.108923581805984,2.9877818376009144,3.0157734655700303,2.994791484652511
0.0582,-0.046889167041560376,8.18401223602295,2.791215527116156,0.0012860091004601706,-5.100402022827221,-6.110910304168937,2.9873025266361757,3.0163902475414037,2.994595707163794
0.0593,-0.047549298888537025,8.181383548062037,2.796697316116715,0.0013348534674900337,-5.098402119170239,-6.112892928102407,2.9868137883667814,3.0170190521337585,2.994396578182668
0.0604,-0.04820089601351116,8.178738382174432,2.802178342738016,0.0013846025042257464,-5.096397772238727,-6.114871452220533,2.9863156101230564,3.017659891916131,2.9941941124848
0.0615,-0.04884394532802971,8.176076727041849,2.8076585907731784,0.0014352558798980104,-5.094388983411204,-6.116845875135178,2.985807979143165,3.0183127795915494,2.9939883248911374
0.0626,-0.049478433649465935,8.173398571204983,2.813138043967081,0.0014868132622708862,-5.092375754059702,-6.118816195455914,2.9852908825725404,3.018977727997604,2.993779230268611
0.0637,-0.05010434770043295,8.170703903062929,2.818616686015648,0.0015392743176364727,-5.090358085549773,-6.1207824117900165,2.9847643074633003,3.01965475010702,2.9935668435308456
0.0648,-0.05072167410819106,8.167992710872618,2.824094500565128,0.0015926387108095561,-5.088335979240496,-6.122744522742461,2.9842282407736604,3.0203438590282463,2.993351179638875
0.0659,-0.0513303994040486,8.165264982748237,2.8295714712113718,0.0016469061051222246,-5.086309436484493,-6.124702526915921,2.983682669367339,3.021045068006046,2.993132253601861
0.067,-0.05193051002275639,8.16252070666063,2.835047581499097,0.0017020761624184481,-5.084278458627938,-6.126656422910766,2.9831275800129573,3.021758390422097,2.9929100804778237
0.0681,-0.05252199230189561,8.159759870436709,2.840522814921155,0.0017581485430486251,-5.082243047010556,-6.128606209325045,2.982562959383435,3.0224838397955995,2.992684675374371
0.0692,-0.05310483248125911,8.156982461758846,2.845997154917782,0.001815122905864094,-5.080203202965651,-6.130551884754492,2.9819887940553724,3.0232214297838955,2.9924560534494398
0.0703,-0.053679016702225905,8.154188468164255,2.8514705848758513,0.0018729989082116115,-5.078158927820102,-6.132493447792518,2.981405070508434,3.023971174183088,2.9922242299120407
0.0714,-0.05424453100712915,8.151377877044363,2.8569430881281175,0.0019317762059277946,-5.076110222894375,-6.134430897030204,2.9808117751247196,3.0247330869286793,2.99198922002301
0.0725,-0.05480136133861701,8.148550675644199,2.8624146479524524,0.0019914544533335293,-5.074057089502541,-6.136364231056301,2.9802088941881295,3.0255071820962085,2.9917510390957687
0.0736,-0.055349493539006776,8.145706851061737,2.8678852475710754,0.002052033303228348,-5.0719995289522775,-6.138293448457216,2.979596413883726,3.0262934739019043,2.9915097024970887
0.0747,-0.05588891334963195,8.142846390247252,2.873354870149777,0.0021135124068847617,-5.069937542544879,-6.140218547817023,2.978974320297085,3.0270919767033413,2.991265225647862
0.0758,-0.0564196064101822,8.139969280002669,2.878823498797139,0.002175891414042569,-5.067871131575273,-6.142139527717442,2.9783425994136428,3.0279027050001055,2.9910176240238804
0.0769,-0.056941558258036186,8.137075506980894,2.88429111656374,0.002239169972903123,-5.065800297332023,-6.14405638673784,2.977701237118031,3.0287256734344696,2.9907669131566212
0.078,-0.057454754327587176,8.134165057685141,2.889757706441363,0.0023033477301235635,-5.063725041097342,-6.145969123455233,2.977050219193411,3.0295608967920793,2.9905131086340413
0.0791,-0.05795917994956122,8.131237918468255,2.8952232513621876,0.0023684243308110175,-5.061645364147101,-6.147877736444273,2.9763895313207955,3.0304083900026435,2.990256226101373
0.0802,-0.05845482035032807,8.128294075532011,2.90068773419798,0.002434399418516759,-5.059561267750845,-6.149782224277247,2.975719159078365,3.031268168140637,2.989996281261935
0.0813,-0.058941660651204375,8.125333514926421,2.9061511377592772,0.0025012726352303324,-5.0574727531717905,-6.151682585524073,2.9750390879407775,3.0321402464260094,2.989733289877944
0.0824,-0.059419685867749525,8.12235622254902,2.911613444794554,0.002569043621373649,-5.055379821666843,-6.153578818752294,2.9743493032784705,3.0330246402249066,2.989467267771339
0.0835,-0.059888880909053574,8.119362184144155,2.917074637989401,0.0026377120157950375,-5.053282474486611,-6.155470922527073,2.9736497903569528,3.0339213650503982,2.9891982308246074
0.0846,-0.06034923057701756,8.116351385302245,2.922534699965672,0.0027072774557632636,-5.051180712875408,-6.157358895411192,2.9729405343360904,3.0348304365632153,2.9889261949816266
0.0857,-0.06080071956562589,8.113323811459065,2.9279936132806403,0.0027777395769615094,-5.049074538071265,-6.1592427359650435,2.9722215202693865,3.0357518705724975,2.988651176248505
0.0868,-0.061243332460210735,8.110279447894976,2.933451360426141,0.002849098013481319,-5.046963951305944,-6.161122442746631,2.9714927331032492,3.036685683036551,2.988373190694438
0.0879,-0.061677053736708384,8.10721827973419,2.938907923827707,0.002921352397816511,-5.044848953804949,-6.162998014311559,2.970754157676256,3.037631890063613,2.988092254452567
0.089,-0.062101867760907446,8.104140291943983,2.944363285843694,0.002994502360857046,-5.042729546787521,-6.164869449213034,2.9700057787184075,3.0385905079126263,2.9878083837208527
0.0901,-0.06251775878768878,8.101045469333943,2.949817428764399,0.003068547531882861,-5.040605731466667,-6.166736746001855,2.9692475808503698,3.039561552994027,2.987521594762946
0.0912,-0.06292471096025712,8.097933796555173,2.955270334811171,0.00314348753855767,-5.0384775090491605,-6.168599903226416,2.968479548582715,3.040545041870539,2.9872319039090804
0.0923,-0.06332270830936405,8.094805258099495,2.960721986135513,0.003219322006922722,-5.036344880735552,-6.170458919432696,2.9677016663151514,3.041540991257977,2.986939327556966
0.0934,-0.06371173475252274,8.091659838298654,2.9661723648181733,0.0032960505613905252,-5.0342078477201815,-6.17231379316426,2.966913918335739,3.0425494180260624,2.98664388217269
0.0945,-0.0640917740932138,8.088497521323497,2.9716214528682285,0.0033736728247385325,-5.032066411191189,-6.17416452296225,2.9661162888201065,3.04357033919925,2.986345584291632
0.0956,-0.06446281002008224,8.085318291183148,2.9770692322221635,0.0034521884181027895,-5.029920572330518,-6.176011107365383,2.965308761830651,3.044603771957562,2.9860444505193846
0.0967,-0.06482482610612582,8.082122131724178,2.9825156847429293,0.003531596960971543,-5.027770332313931,-6.17785354490995,2.9644913213157333,3.045649733637431,2.985740497532685
0.0978,-0.06517780580787426,8.078909026629752,2.9879607922190043,0.003611898071178817,-5.025615692311024,-6.179691834129804,2.963663951108865,3.0467082417325595,2.9854337420803554
0.0989,-0.06552173246455936,8.075678959418788,2.9934045363634434,0.0036930913648979408,-5.023456653485224,-6.181525973556369,2.9628266349278807,3.047779313894785,2.9851242009842505
0.1,-0.06585658929727588,8.072431913445065,2.9988468988129076,0.003775176456635049,-5.021293216993812,-6.183355961718623,2.9619793563741093,3.0488629679349555,2.984811891140221
0.1011,-0.06618235940813312,8.069167871896372,3.0042878611266994,0.003858152959222538,-5.019125383987923,-6.1851817971431045,2.9611220989315274,3.04995922182382,2.984496829519076
0.1022,-0.06649902577939709,8.06588681779361,3.0097274047857767,0.0039420204838124815,-5.016953155612563,-6.1870034783538985,2.9602548459659115,3.0510680936929253,2.9841790331675684
0.1033,-0.06680657127262295,8.062588733989882,3.0151655111917615,0.00402677863987002,-5.01477653300662,-6.188821003872644,2.9593775807239737,3.0521896018355252,2.9838585192093805
0.1044,-0.06710497862777794,8.05927360316961,3.0206021616659378,0.004112427035166688,-5.012595517302861,-6.190634372218521,2.9584902863324936,3.0533237647075016,2.9835353048461255
0.1055,-0.0673942304623544,8.05594140784758,3.0260373374482366,0.004198965275773727,-5.010410109627964,-6.192443581908254,2.957592945797435,3.0544706009282967,2.9832094073583537
0.1066,-0.06767430927047288,8.05259213036804,3.031471019696216,0.004286392966055343,-5.008220311102505,-6.194248631456104,2.9566855420030556,3.0556301292818557,2.9828808441065773
0.1077,-0.06794519742197518,8.049225752903737,3.036903189484025,0.004374709708661937,-5.006026122840987,-6.196049519373865,2.9557680577110093,3.056802368717582,2.9825496325322978
0.1088,-0.06820687716150714,8.045842257454968,3.0423338278013556,0.0044639151045232795,-5.003827545951835,-6.197846244170863,2.95484047555943,3.0579873383513028,2.982215790159049
0.1099,-0.06845933060759128,8.04244162584861,3.0477629155523926,0.004554008752841664,-5.001624581537421,-6.1996388043539525,2.9539027780620164,3.0591850574662462,2.981879334593451
0.111,-0.06870253975168875,8.039023839737148,3.0531904335547453,0.004644990251085005,-4.999417230694064,-6.201427198427508,2.9529549476070978,3.0603955455140333,2.9815402835262743
0.1121,-0.0689364864572508,8.035588880597675,3.0586163625383644,0.004736859194979909,-4.997205494512042,-6.203211424893428,2.95199696645669,3.0616188221156766,2.9811986547335136
0.1132,-0.06916115245875966,8.032136729730901,3.0640406831444573,0.004829615178504697,-4.994989374075604,-6.204991482251126,2.9510288167455476,3.062854907062596,2.9808544660774765
0.1143,-0.06937651936075825,8.028667368260118,3.069463375924383,0.004923257793882389,-4.992768870462978,-6.20676736899753,2.950050480480194,3.0641038203176456,2.9805077355078846
0.1154,-0.06958256863686921,8.025180777130197,3.0748844213385396,0.0050177866315736465,-4.990543984746387,-6.208539083627079,2.9490619395379514,3.06536558201615,2.980158481062981
0.1165,-0.06977928162880247,8.021676937106527,3.0803037997552383,0.005113201280269689,-4.9883147179920515,-6.210306624631717,2.9480631756659545,3.0666402124669543,2.9798067208706547
0.1176,-0.06996663954535175,8.018155828773978,3.085721491449563,0.005209501326885135,-4.986081071260203,-6.212069990500897,2.947054170480154,3.0679277321534926,2.979452473149578
0.1187,-0.07014462346137958,8.014617432535822,3.091137476602226,0.005306686356550848,-4.983843045605098,-6.213829179721568,2.9460349054643036,3.069228161734858,2.979095756210351
0.1198,-0.07031321431679054,8.011061728612672,3.096551735298395,0.005404755952606703,-4.981600642075026,-6.215584190778182,2.9450053619689474,3.070541522046895,2.9787365884566683
0.1209,-0.07047239291549313,8.007488697041376,3.101964247526526,0.005503709696594335,-4.9793538617123145,-6.2173350221526835,2.9439655212103832,3.071867834103303,2.9783749883864865
0.122,-0.07062213992434922,8.003898317673906,3.107374993177167,0.005603547168249831,-4.977102705553346,-6.219081672324508,2.942915364269618,3.0732071190967503,2.978010974593216
0.1231,-0.07076243587211195,8.00029057017627,3.1127839520417586,0.0057042679454964,-4.974847174628568,-6.220824139770581,2.9418548720913185,3.074559398400004,2.9776445657669184
0.1242,-0.0708932611483511,7.996665434027342,3.118191103811418,0.0058058716044369785,-4.972587269962503,-6.222562422965313,2.9407840254827375,3.0759246935670714,2.9772757806955226
0.1253,-0.07101459600236612,7.993022888517749,3.1235964280757074,0.005908357719346811,-4.970322992573754,-6.224296520380601,2.939702805112636,3.077303026334358,2.976904638266052
0.1264,-0.07112642054208669,7.9893629127486925,3.1289999043213905,0.0060117258626659845,-4.968054343475024,-6.2260264304858195,2.938611191510191,3.0786944186218337,2.9765311574658666
0.1275,-0.07122871473296047,7.985685485630787,3.134401511931173,0.006115975604991913,-4.965781323673118,-6.227752151747822,2.937509165063891,3.080098892534224,2.976155357383917
0.1286,-0.07132145839682807,7.981990585882866,3.139801230182434,0.0062211065150717965,-4.963503934168961,-6.229473682630936,2.9363967060204135,3.0815164703622018,2.9757772572120187
0.1297,-0.07140463121078489,7.97827819203078,3.145199038245934,0.00632711815979502,-4.961222175957598,-6.231191021596963,2.935273794483499,3.0829471745836043,2.975396876246135
0.1308,-0.07147821270602961,7.974548282406184,3.1505949151845143,0.006434010104185522,-4.958936050028218,-6.232904167105173,2.9341404104128057,3.084391027864657,2.975014233887677
0.1319,-0.07154218226669952,7.970800835145307,3.1559888399517817,0.006541781911394115,-4.956645557364157,-6.234613117612299,2.93299653362275,3.0858480530612202,2.9746293496448217
0.133,-0.07159651912869208,7.967035828187702,3.161380791390772,0.006650433142690765,-4.95435069894291,-6.236317871572551,2.931842143781335,3.087318273220043,2.9742422431338387
0.1341,-0.07164120237847257,7.963253239274992,3.166770748232604,0.006759963357456831,-4.952051475736138,-6.238018427437588,2.9306772204089664,3.0888017115800337,2.9738529340804414
0.1352,-0.07167621095186813,7.959453045949588,3.172158689095115,0.0068703721131772545,-4.949747888709687,-6.239714783656534,2.929501742877254,3.0902983915735525,2.973461442321146
0.1363,-0.0717015236328472,7.955635225553399,3.17754459248148,0.006981658965432712,-4.947439938823593,-6.241406938675968,2.928315690407798,3.0918083368277105,2.9730677878046516
0.1374,-0.07171711905228492,7.95179975522653,3.182928436778817,0.00709382346789172,-4.945127627032094,-6.243094890939926,2.9271190420709603,3.0933315711656864,2.972671990593237
0.1385,-0.07172297568671389,7.947946611905951,3.1883102002567694,0.007206865172302704,-4.942810954283639,-6.2447786388898985,2.9259117767846266,3.094868118608067,2.972274070864167
0.1396,-0.07171907185705995,7.944075772324164,3.1936898610660784,0.007320783628486014,-4.940489921520905,-6.2464581809648205,2.9246938733129433,3.096418003374191,2.9718740489111277
0.1407,-0.07170538572736339,7.940187213007852,3.1990673972371364,0.007435578384325903,-4.938164529680802,-6.248133515601079,2.923465310265051,3.0979812498835204,2.9714719451456713
0.1418,-0.07168189530348458,7.936280910276492,3.2044427866785186,0.0075512489857624595,-4.935834779694484,-6.249804641232506,2.922226066093796,3.0995578827570203,2.971067780098677
0.1429,-0.07164857843179452,7.932356840240986,3.2098160071755033,0.007667794976783494,-4.933500672487361,-6.251471556290378,2.920976119094428,3.10114792681856,2.970661574421833
0.144,-0.07160541279784957,7.928414978802247,3.2151870363885693,0.0077852158994163876,-4.931162208979116,-6.253134259203409,2.9197154474032825,3.1027514070963305,2.9702533488891403
0.1451,-0.0715523759250505,7.924455301649775,3.2205558518518775,0.007903511293719889,-4.928819390083708,-6.254792748397757,2.9184440289964466,3.104368348824275,2.9698431243984262
0.1462,-0.07148944517328538,7.920477784260224,3.225922430971731,0.008022680697775874,-4.926472216709388,-6.256447022297016,2.917161841688411,3.1059987774435425,2.969430921972882
0.1473,-0.0714165977375564,7.916482401895944,3.2312867510250185,0.008142723647681056,-4.924120689758702,-6.258097079322216,2.9158688631307017,3.1076427186039557,2.9690167627626223
0.1484,-0.07133381064658978,7.912469129603504,3.2366487891576425,0.00826363967753864,-4.921764810128517,-6.25974291789182,2.914565070810502,3.1093001981654944,2.968600668046255
0.1495,-0.07124106076142944,7.908437942212201,3.242008522382918,0.008385428319449963,-4.919404578710017,-6.261384536421723,2.913250442049248,3.1109712421998044,2.968182659232481
0.1506,-0.07113832477401331,7.904388814332552,3.2473659275799585,0.008508089103506066,-4.917039996388727,-6.263021933325249,2.911924954001219,3.1126558769917168,2.967762757861706
0.1517,-0.07102557920573269,7.900321720354767,3.2527209814920406,0.008631621557779225,-4.914671064044516,-6.264655107013152,2.910588583652097,3.1143541290407866,2.9673409856076756
0.1528,-0.07090280040597383,7.896236634447199,3.258073660724946,0.008756025208314424,-4.912297782551608,-6.266284055893615,2.9092413078175237,3.1160660250628562,2.966917364279136
0.1539,-0.07076996455064206,7.892133530554777,3.2634239417452844,0.00888129957912081,-4.9099201527786,-6.26790877837224,2.9078831031416272,3.11779159199163,2.9664919158215053
0.155,-0.07062704764066802,7.888012382397427,3.2687718008787967,0.009007444192163093,-4.907538175588465,-6.269529272852055,2.9065139460955374,3.1195308569802735,2.966064662318573
0.1561,-0.07047402550049514,7.883873163468457,3.2741172143086312,0.009134458567352878,-4.905151851838574,-6.271145537733511,2.9051338129758824,3.121283847403028,2.965635625994223
0.1572,-0.07031087377654935,7.879715847032948,3.279460158073601,0.009262342222539991,-4.902761182380699,-6.272757571414477,2.903742679903264,3.123050590856851,2.9652048292141715
0.1583,-0.07013756793568937,7.875540406126096,3.284800608066423,0.009391094673503714,-4.900366168061029,-6.274365372290242,2.902340522820717,3.124831115163068,2.9647722944877346
0.1594,-0.06995408326363839,7.871346813551559,3.2901385400319256,0.00952071543394401,-4.897966809720177,-6.275968938753511,2.90092731749215,3.1266254483690483,2.964338044469616
0.1605,-0.06976039486339627,7.867135041879764,3.295473929565241,0.009651204015472687,-4.895563108193202,-6.2775682691944095,2.899503039500764,3.128433618749907,2.9639021019617147
0.1616,-0.06955647765363203,7.862905063446213,3.300806752109968,0.009782559927604517,-4.893155064309603,-6.279163362000473,2.898067664247454,3.130255654810218,2.9634644899149616
0.1627,-0.06934230636705661,7.85865685034975,3.3061369829563167,0.009914782677748302,-4.890742678893348,-6.280754215556653,2.8966211669491884,3.132091585285755,2.963025231431177
0.1638,-0.06911785554877546,7.854390374450811,3.3114645972392216,0.010047871771197916,-4.88832595276288,-6.282340828245311,2.89516352263737,3.133941439145247,2.962584349764954
0.1649,-0.06888309955462052,7.850105607369665,3.316789569936439,0.010181826711123264,-4.885904886731127,-6.283923198446219,2.893694706156175,3.135805245592163,2.9621418683255647
0.166,-0.06863801254946142,7.845802520484617,3.322111875866611,0.010316646998561226,-4.883479481605512,-6.285501324536564,2.8922146921608767,3.137683034066516,2.9616978106788925
0.1671,-0.06838256850549575,7.841481084930202,3.327431489687307,0.010452332132406544,-4.881049738187975,-6.287075204890935,2.890723455116139,3.139574834246685,2.961252200549395
0.1682,-0.06811674120051762,7.8371412715953435,3.3327483858930433,0.010588881609402655,-4.87861565727497,-6.288644837881336,2.889220969294295,3.1414806760512626,2.960805061822081
0.1693,-0.06784050421616482,7.8327830511215,3.3380625388132663,0.010726294924132478,-4.876177239657495,-6.290210221877174,2.887707208773603,3.1434005896409287,2.9603564185445284
0.1704,-0.06755383093614363,7.828406393900784,3.343373922610319,0.01086457156900917,-4.873734486121087,-6.291771355245259,2.886182147436481,3.1453346054203406,2.959906294928919
0.1715,-0.06725669454443145,7.824011270074065,3.3486825112773744,0.011003711034266802,-4.871287397445846,-6.293328236349815,2.8846457589677117,3.147282754040049,2.9594547153541053
0.1726,-0.0669490680234565,7.8195976495290305,3.353988278636344,0.011143712807951029,-4.8688359744064424,-6.294880863552463,2.883098016852636,3.1492450663984424,2.9590017043677035
0.1737,-0.06663092415225465,7.815165501898248,3.359291198335751,0.011284576375909674,-4.866380217772132,-6.29642923521223,2.8815388943753177,3.1512215736437064,2.958547286688215
0.1748,-0.06630223550460264,7.81071479655718,3.3645912438485883,0.011426301221783291,-4.863920128306765,-6.297973349685547,2.879968364616683,3.1532123071758167,2.9580914872071817
0.1759,-0.06596297444712768,7.806245502622191,3.3698883884701307,0.01156888682699566,-4.861455706768798,-6.299513205326246,2.8783864004526403,3.155217298648547,2.9576343309913575
0.177,-0.06561311313739268,7.80175758894852,3.375182605315731,0.01171233267074425,-4.858986953911315,-6.30104880048556,2.8767929745521714,3.157236579971513,2.9571758432849298
0.1781,-0.0652526235219572,7.797251024128229,3.380473867318576,0.011856638229990623,-4.856513870482027,-6.302580133512124,2.8751880593754047,3.1592701833122336,2.9567160495117517
0.1792,-0.06488147733441334,7.792725776488133,3.385762147227416,0.012001802979450785,-4.8540364572233,-6.304107202751976,2.873571627171656,3.1613181410982194,2.9562549752776186
